"gender","usage","credit","loan","history","accounts","status"
"男性",0.356311124302447,3000,0,1,4,1
"男性",0.915117940809578,6000,0,0,0,1
"男性",0,5000,0,1,0,3
"女性",0,5000,0,0,3,0
"男性",1.05753579428885,3000,0,0,3,3
"男性",1.03914877591655,2000,0,7,3,1
"女性",0.440303158373572,3000,0,0,2,1
"女性",0.633410225096159,3000,0,6,3,3
"男性",1.07529265623074,3000,0,1,0,2
"男性",0,10000,0,5,2,2
"男性",0.733422135896981,4000,0,0,3,1
"女性",0.183712211567909,5000,0,0,1,0
"男性",0,6000,1255,0,2,0
"男性",1.14995390152559,10000,0,1,4,0
"男性",0.554905270696618,2000,0,0,8,0
"男性",0.99441091241315,3000,230,6,0,2
"女性",1.16162851623259,1000,0,7,13,7
"男性",1.29699579467997,1000,0,3,0,2
"男性",1.03793476140592,10000,891,0,0,0
"男性",1.20774741987698,3000,183,3,6,3
"男性",1.14719113323372,3000,0,2,7,1
"女性",0.623103850777261,5000,0,0,2,1
"男性",0.170930068581365,4000,0,0,4,0
"女性",0.0342644476378337,5000,0,0,0,0
"女性",0.63524487615563,4000,0,8,0,7
"女性",0.165274679069407,10000,1672,0,0,2
"女性",0.31759837181773,5000,2708,0,8,0
"男性",0.188530709221959,2000,0,1,1,4
"男性",0.485476759807207,5000,0,2,1,2
"男性",0.359691264498979,50000,16726,0,0,2
"男性",0,5000,0,3,0,3
"男性",0.994168632272631,10000,0,0,1,0
"男性",0.100973092145286,10000,5512,0,4,1
"男性",1.15376316918992,6000,5402,2,4,2
"男性",0.305089832372032,3000,0,0,0,2
"男性",1.08383946728893,2000,0,2,6,3
"男性",0.901155654820614,2000,0,4,11,1
"女性",0.487801886051893,20000,1559,0,1,0
"男性",0.668388450015336,2000,1643,0,2,0
"男性",0.992718530651182,8000,1330,7,0,3
"男性",0.418665318246931,3000,0,0,0,2
"男性",0.664361463366076,5000,0,1,3,0
"男性",0.473059127228335,50000,2647,0,1,0
"男性",1.21329952171538,3000,0,0,4,3
"男性",0.420936328251846,3000,0,12,4,3
"男性",0.281243660468608,15000,0,1,3,2
"男性",0,3000,0,0,0,2
"女性",0.181766654010862,1000,4769,0,8,0
"女性",1.10147813624237,8000,7055,1,5,2
"男性",0.184042367092334,7000,0,0,6,0
"男性",0.348447845387273,3000,3089,2,2,1
"男性",0.492188335084356,3000,0,11,0,3
"男性",1.20109681443777,5000,0,0,16,1
"男性",1.27336473388597,3000,0,4,0,1
"女性",0.429560977187939,3000,0,0,3,0
"女性",0,3000,0,0,0,0
"女性",0.664898818186484,5000,718,0,2,0
"男性",1.04428730812389,7500,1952,6,3,1
"男性",1.20814953787252,2000,1212,0,37,0
"女性",0.176214877609164,1000,1784,0,3,0
"女性",0.444857628201135,1000,0,1,3,4
"男性",0.980744311437011,5000,0,1,0,0
"女性",2.16736513001379,10000,0,0,4,1
"男性",0.420932818590663,10000,6256,6,5,3
"女性",0.602975841620937,6000,0,0,3,0
"男性",1.05275482230354,1000,0,0,22,0
"女性",0.798898969143629,3000,0,1,7,7
"男性",1.8364654096961,3000,0,2,19,1
"男性",0.285739909298718,5000,1099,0,1,0
"男性",0.251209556888789,7200,2554,0,4,0
"男性",1.13412405984942,2000,4470,10,2,3
"男性",1.07864098171238,3000,0,2,9,4
"男性",1.15901204148773,5000,0,2,3,3
"女性",0.076359186694026,13000,0,0,0,0
"男性",0.51387476303149,13000,0,3,1,0
"男性",0.717446181438863,3000,0,6,2,2
"男性",1.04026077203453,2000,0,0,4,3
"男性",0,2000,0,0,0,2
"女性",1.08783218327444,5000,0,6,1,3
"男性",1.06162289436907,5000,0,0,8,4
"男性",1.15117623670027,3000,0,2,4,1
"男性",0,1000,0,0,1,0
"女性",1.29099879778456,3000,0,1,0,2
"女性",0.205823819148354,10000,0,0,1,0
"女性",0,10000,0,0,2,0
"女性",1.2922987238504,5000,0,1,4,1
"男性",1.28977377907839,2000,0,3,13,3
"男性",1.08882275636774,4000,1102,5,4,2
"男性",0.92078494168818,2000,0,1,0,2
"男性",0.310083259921521,5000,0,0,5,4
"女性",0.708098510056734,5000,0,4,7,2
"男性",0.597578711686656,2500,0,2,7,2
"男性",0,3000,0,0,0,2
"女性",0.267005929672159,2000,0,0,6,0
"女性",0.603870356725529,4000,0,1,0,0
"女性",0.296760105127469,5000,0,0,0,7
"女性",1.16360922018997,3000,0,2,0,4
"男性",1.2775508975517,2000,0,0,3,2
"男性",1.24988546807785,3000,0,1,5,3
"男性",0.749041133448482,5000,0,4,0,2
"男性",0.798610936063342,4000,0,5,1,1
"男性",1.22872343556955,3000,0,0,11,0
"女性",1.25541685819626,2000,0,2,9,3
"女性",0.915281888344325,8000,0,0,14,3
"男性",0,5000,0,0,4,0
"男性",1.48674461882096,2000,3563,2,16,1
"男性",1.18827313637827,5000,1000,1,5,3
"男性",0.0859109500935301,5000,0,0,6,0
"女性",0.712953690220602,20000,0,0,6,1
"女性",1.14426905105356,3000,4097,1,14,0
"女性",1.09705881893169,3000,0,0,7,2
"女性",0,5000,0,0,0,0
"男性",0.398395871059038,5000,0,2,4,1
"女性",0.282542142816819,10000,0,5,8,0
"男性",1.17236437664367,2000,0,0,3,1
"男性",1.2325885528978,2000,0,0,0,3
"女性",0.524687030017376,5000,0,0,6,2
"男性",1.08339843972586,3000,0,0,0,1
"男性",0.197288014320657,5000,0,0,2,0
"女性",0,3000,0,0,3,0
"男性",0.812161177815869,2000,0,0,2,3
"男性",0.314183855233714,3000,1681,2,2,2
"男性",1.16982325607911,3000,601,2,6,2
"女性",0.218904277957045,5000,0,0,0,0
"女性",1.02231613592245,5000,0,1,0,0
"男性",0.868999363449402,5000,0,0,5,0
"女性",1.16407442810014,5000,1090,3,4,2
"女性",0.911754073891789,1000,0,0,2,0
"女性",1.16412597272079,10000,0,0,1,1
"女性",1.05010450244881,5000,0,0,1,3
"男性",1.10627698966768,2000,0,1,1,0
"男性",0.332525011477992,5000,7797,0,4,0
"女性",2.30384004227817,5000,7746,0,7,1
"女性",1.06739648552146,15000,8356,1,4,0
"男性",1.06552841952071,3000,0,8,0,2
"男性",1.0791793791065,10000,0,0,8,4
"女性",0.585177223207429,3000,0,1,1,2
"女性",0.944206127538346,5000,0,4,2,0
"男性",1.31683328338433,3000,0,8,2,4
"男性",1.09256721416954,3000,0,7,10,1
"男性",0,3000,0,0,2,1
"女性",1.25585512022022,10000,0,2,0,2
"女性",1.25329178775661,5000,0,1,5,6
"男性",0.300732783810236,3000,0,0,2,0
"男性",0.743635863843374,3000,0,0,1,1
"女性",1.25944046669174,3000,0,0,0,3
"男性",0.0502406208310276,5000,0,0,1,0
"男性",0.263043816555291,3000,0,0,2,2
"男性",1.05864292491227,3000,2919,1,8,4
"女性",0,8000,0,0,2,0
"男性",1.05849756140262,5000,0,1,1,0
"男性",1.13432423785795,10000,0,3,4,3
"男性",0,3000,0,0,1,3
"男性",1.11169690981507,5000,898,6,5,3
"女性",1.25737255800515,3000,0,2,4,0
"男性",0,8000,15856,0,4,0
"男性",0.815475796433166,3000,0,1,0,2
"女性",1.1216954458598,3000,0,2,0,0
"女性",1.14327424752992,6000,0,3,20,1
"男性",0.772093133251183,3000,0,5,18,2
"男性",0,5000,0,0,1,0
"男性",0.149226580257528,3000,0,0,2,0
"男性",0,10000,0,0,0,0
"男性",0.832539629614912,6000,2267,2,3,0
"女性",0.996943442858756,2000,0,0,10,0
"男性",0.931311256410554,2000,0,0,1,0
"女性",1.04903876773082,10000,0,3,3,0
"男性",0.521888262387365,30000,81064,0,2,0
"男性",1.00290495379362,3000,0,0,1,0
"女性",0.136553810811602,3000,2395,3,9,4
"女性",1.04488326583523,3000,1515,2,6,0
"男性",0.888430974762887,3000,0,0,0,1
"女性",1.02420285395347,4000,1649,6,10,2
"男性",0.133600201820955,3000,0,0,0,0
"男性",0.751525036762469,6000,0,3,3,4
"男性",0.80851581107825,3000,0,0,0,0
"男性",0,4000,0,0,5,0
"女性",1.10030900121201,8000,807,1,5,1
"男性",1.07288062551059,3000,1570,3,2,0
"男性",1.1748856760934,3000,0,1,5,2
"男性",0.4788003863208,5000,3320,2,6,0
"男性",1.02390828950331,3000,0,0,2,2
"男性",0.313758399696089,5000,0,0,0,0
"男性",0.501146071776748,10000,2343,1,5,1
"男性",0.38512295844499,3000,0,4,5,0
"男性",1.2583950411249,5000,0,5,5,4
"男性",1.09179152976256,2000,0,0,3,1
"男性",1.05406719735358,5000,0,4,3,0
"男性",0.58562487450894,2500,171,0,3,1
"男性",0.985192842679098,3000,0,1,1,2
"男性",0.969239301518537,3000,0,0,1,0
"男性",1.19294423114043,3000,2984,0,2,0
"男性",1.09162837246433,10000,0,11,4,2
"男性",0.993607899146155,5000,0,0,0,0
"男性",1.1512409281591,6000,0,1,2,0
"男性",1.24031948550139,5000,2014,0,2,0
"女性",0.98295715436805,5000,0,3,2,3
"女性",0.627027872125618,3000,0,0,4,0
"男性",0.477548749446869,2000,0,1,1,4
"女性",0,10000,1345,0,3,0
"女性",1.04481284841895,15000,0,1,0,7
"男性",0.709504055199213,5000,0,1,0,3
"女性",0.233930961559527,4000,0,1,0,2
"男性",0.138526435690001,3000,0,2,1,2
"女性",0.347574721332639,10000,0,0,4,0
"男性",0.214164371825755,8000,0,0,4,7
"女性",0,8000,0,0,2,2
"男性",0.96021316407714,3000,9852,1,1,1
"男性",0.470711566847749,3000,0,3,0,2
"女性",1.44328873192891,2000,0,1,15,0
"男性",1.20017232929822,3000,0,1,2,0
"男性",1.07848850661423,1000,0,3,1,3
"男性",0.711192413517274,10000,0,5,7,3
"男性",1.16988778295927,1200,0,0,14,0
"男性",1.28138555448037,10000,0,9,7,2
"男性",0.213527237270027,1000,0,1,1,3
"女性",0.346096692848951,3000,0,1,0,0
"女性",1.05571319522802,3000,1725,1,4,3
"男性",0.482430599294603,8000,0,0,0,0
"女性",1.07808054537978,2000,0,0,2,1
"女性",1.28488973925821,2000,1663,2,4,3
"男性",1.10387231085449,10000,2455,2,1,0
"男性",1.23870480801444,5000,0,4,0,2
"男性",0.843549899351783,10000,0,0,5,0
"男性",0.658400273309089,5000,1501,2,3,3
"男性",0.331696529937908,3000,0,0,0,2
"男性",1.11322556414641,3000,0,0,0,0
"女性",0.329226325633936,1000,0,0,1,0
"女性",0.615041467258707,3000,0,0,2,2
"男性",0,3000,0,0,4,0
"男性",1.24195177142974,8000,0,1,0,2
"女性",0,3000,0,0,2,0
"女性",1.12555897308048,5000,0,1,12,1
"男性",1.13353571636602,6000,0,5,3,3
"男性",0,5000,0,1,0,0
"男性",1.41969158081803,3000,0,0,3,2
"男性",0.681503042182885,10000,11745,1,2,2
"男性",0.240398661773652,5000,0,0,1,0
"男性",0.944441224895418,1500,0,7,1,3
"女性",0.13194298537448,4000,0,0,0,0
"男性",0.182125844210386,3000,0,2,0,2
"男性",0.769041407112964,3000,0,0,1,0
"男性",0.123230593572371,6000,625,0,2,0
"女性",1.07295728022233,5000,0,0,0,0
"男性",1.01160457269289,10000,823,0,6,0
"男性",1.14041892741807,3000,0,5,17,3
"男性",1.29394487040583,3000,0,3,1,2
"男性",0.189813974262215,20000,0,1,1,0
"男性",0.682028629481792,3000,0,0,1,2
"男性",1.0195004653139,5000,0,2,13,2
"女性",0.174333636481315,8000,0,1,6,1
"男性",1.1361342036305,10000,968,0,4,1
"男性",0,4000,0,0,4,0
"女性",1.11388773454353,10000,0,0,10,1
"男性",1.03114831547253,3000,0,8,3,3
"男性",0.727269438682124,10000,0,2,2,1
"男性",0.399170763073489,3000,0,0,0,7
"男性",0,5000,0,0,3,2
"女性",0.727513704579324,3000,0,0,0,2
"男性",1.02302944272757,3000,0,6,0,1
"男性",1.14050504384562,3000,0,7,4,2
"女性",0.245454337256961,6000,0,0,4,0
"女性",1.19225051845424,5000,0,6,1,2
"男性",1.00945752600674,5000,0,0,20,3
"男性",0.452727256636135,3000,0,3,0,2
"男性",0.956682058344595,3000,0,2,3,2
"男性",1.23883461589459,3000,0,0,2,0
"男性",0.900219357935712,3000,0,2,0,0
"男性",0.407684644251131,5000,0,2,1,1
"男性",1.01583148539998,3000,0,4,0,2
"女性",1.15535138375126,5000,0,5,7,3
"男性",0,5000,0,0,0,2
"男性",0.524037942211144,20000,0,0,1,0
"男性",1.20487605673261,3000,0,0,1,0
"女性",0.227840239405632,3000,0,1,0,1
"女性",0.104655762119219,10000,0,1,0,2
"女性",1.2439011199493,3000,0,1,7,3
"男性",0.917496934076771,3000,0,1,0,1
"男性",0.329151656911708,3000,0,3,0,2
"女性",0.304817460840568,3000,0,0,1,0
"男性",0.391878826548345,10000,0,2,3,1
"男性",1.01031001303345,2000,0,1,14,0
"女性",1.26736431957223,5000,0,0,7,0
"男性",0.738275346392766,5000,2444,1,2,1
"男性",0.876506850318983,3000,0,2,1,1
"男性",1.02924031746108,5000,0,6,3,3
"男性",1.2279071724508,3000,0,2,0,2
"男性",0.163997117318213,5000,0,0,0,0
"男性",6.07460992873646,50000,17268,8,4,3
"男性",0,10000,0,0,1,0
"男性",1.03763491319492,4000,1323,0,10,7
"男性",1.13893521530554,8000,1450,0,5,0
"男性",0.797845456534997,5000,0,0,0,1
"男性",0,10000,3757,0,0,2
"女性",0,9000,0,2,1,2
"男性",0,6000,0,0,1,0
"男性",0.923894414794631,6000,0,1,0,1
"男性",0.423041661004536,20000,4745,0,4,0
"男性",0.329168414929882,5000,0,0,2,0
"男性",1.44214585566893,5000,0,0,0,1
"男性",1.00287048360333,3000,0,0,16,4
"男性",0.527751833652146,5000,0,0,2,0
"男性",0.366264144075103,5000,0,0,5,0
"女性",0.317233917471021,3000,0,0,4,1
"男性",1.3514580311859,2000,0,1,16,2
"男性",0,10000,0,0,3,0
"女性",1.07418635705952,5000,0,0,0,0
"女性",0.240765695874579,5000,0,0,4,0
"男性",0.723925061360933,3000,0,2,0,0
"女性",0.177456304621883,3000,0,0,1,0
"男性",0,10000,4578,0,1,3
"男性",1.22846047244966,20000,976,5,0,4
"女性",1.28958222862799,10000,0,11,0,3
"男性",1.03920502675697,4400,0,0,5,0
"男性",0.686246092850342,3000,0,0,0,0
"男性",0.501803799308836,3000,0,1,0,1
"男性",1.48724432226736,5000,0,11,10,7
"男性",0.5095209407527,3000,0,0,0,0
"女性",1.1698767092824,7000,0,0,5,0
"男性",0.175569354188628,5000,0,0,4,0
"男性",1.2546745128138,3000,1744,6,3,1
"女性",0.28606104449369,20000,8229,0,2,0
"女性",1.09672213324811,3000,0,0,2,0
"男性",0.633195711397566,4000,1960,5,8,3
"女性",1.27853336890228,4000,0,0,10,0
"男性",0.258094965149648,10000,2179,0,2,0
"男性",0.518037186185829,10000,0,2,1,0
"男性",1.00289644211065,10000,0,0,8,0
"男性",1.1415382251516,10000,0,3,2,5
"男性",0.277268870733678,3000,0,0,3,3
"女性",1.07528409011662,10000,0,3,5,1
"女性",0.172978155901656,4999,0,0,1,2
"男性",1.20348846316338,3000,0,0,5,2
"女性",0.165979256299324,5000,0,0,2,0
"男性",1.06778837241698,2000,6457,2,10,0
"男性",1.03303015536629,5000,0,0,7,1
"女性",0.724518770240247,3000,0,0,0,0
"男性",1.19787469261792,4000,0,3,5,2
"女性",0.872369950045832,3000,0,2,1,3
"男性",0.872831614417955,5000,0,0,3,1
"男性",1.31211806289852,5000,0,3,1,2
"男性",1.0991092169378,5000,0,1,6,0
"女性",1.08036993507762,5000,0,0,0,1
"女性",0.949946633926593,3000,0,0,3,2
"女性",0.27536767095793,5000,0,0,3,5
"女性",1.17143870890606,3000,0,2,13,0
"男性",1.11614383977838,3000,0,7,5,7
"女性",1.19378135493025,3000,0,0,2,0
"男性",1.24042787626386,1000,1117,0,4,4
"女性",0.696388934217393,3000,0,3,0,2
"男性",0,10000,0,0,1,0
"男性",0.726911582467146,3000,0,0,3,0
"女性",0.769492487553507,3000,0,0,1,2
"男性",1.573968943418,8000,0,0,14,2
"女性",1.33385423276573,1000,0,3,0,2
"女性",0.770485155517235,3900,0,0,1,1
"男性",1.08233106024098,1200,0,5,2,3
"男性",1.21734202214051,3000,0,2,3,2
"男性",1.21209074632265,7000,0,0,2,0
"男性",1.26351294616703,3000,0,7,2,2
"男性",0.500820780540816,5000,0,2,1,0
"男性",0,5000,0,0,1,1
"女性",0,3000,0,0,4,2
"男性",0,3000,0,0,0,0
"男性",0.737626225412823,8000,0,0,7,1
"男性",0.653797965589911,3000,0,2,3,1
"男性",1.21973876091652,2000,2040,7,3,2
"男性",1.00797980866861,3000,0,0,1,0
"男性",0.438934047808871,5000,0,8,1,2
"女性",0.840885242382064,8000,3093,1,0,7
"男性",1.20110428545158,1000,5934,0,6,0
"男性",0,3000,0,2,1,2
"男性",0.824779618531466,3000,0,1,7,1
"男性",0.999636603007093,10000,0,0,3,1
"男性",0.178554393937811,5000,0,0,1,0
"女性",0.585705256713554,3000,0,0,3,0
"男性",1.17241808741819,3000,0,3,6,7
"女性",1.09195303723682,5000,1495,0,1,0
"男性",1.06351028153207,3000,0,2,0,2
"男性",1.12724401282147,5000,0,5,0,3
"男性",0.35289178351406,3000,0,6,2,2
"女性",0,3000,0,0,2,1
"女性",0.639206849182956,2000,0,0,1,0
"男性",1.04969805135857,3000,0,4,18,3
"女性",1.13079544613138,3000,0,4,3,2
"男性",0.835619650315493,5000,0,0,3,0
"男性",1.2042308780551,3000,0,3,3,1
"男性",0.618917483263649,6000,0,1,2,1
"女性",0.230622005239129,5000,0,6,0,2
"男性",1.05437298670877,10500,3285,0,1,0
"女性",1.13670031812042,2000,0,4,6,4
"男性",0.939072579336353,2000,0,2,9,7
"男性",1.24483404680155,6000,0,1,5,2
"男性",0.916536538223736,3000,0,4,0,2
"男性",0.867003513569944,10000,0,3,3,1
"男性",1.05260509321466,5000,0,0,2,0
"男性",1.17001503678039,5000,0,0,10,1
"男性",1.29867931618355,3000,0,2,2,2
"男性",0.123242501276545,3000,0,0,2,2
"男性",1.01882695124485,3000,0,0,1,0
"女性",0.439081291626208,3000,0,0,5,0
"男性",1.09878923699725,3000,0,3,8,3
"男性",0.736552574974485,2000,0,3,0,3
"女性",0,3000,0,0,2,2
"女性",0.799453448308632,3000,22216,1,12,2
"男性",0,5000,0,0,0,0
"女性",0.417446459638886,3000,0,3,0,2
"男性",1.06187545266002,3000,0,5,2,2
"男性",0,10000,0,1,3,0
"女性",1.19517887774389,3000,3123,5,3,3
"男性",0.328744228975847,10000,1959,2,6,3
"女性",0.828321328898892,2000,0,1,0,2
"男性",1.11129210001789,3000,0,2,1,2
"男性",1.27958542429842,5000,1689,2,11,0
"男性",1.2335409046663,3000,0,8,2,2
"男性",1.35014887740836,2000,0,0,24,2
"男性",1.0934811858926,10000,812,1,1,2
"男性",1.09873558586929,5000,0,7,0,2
"男性",0,10000,0,0,2,2
"男性",0.187220226880163,20000,18350,1,2,3
"女性",1.06705674643628,3000,1042,2,0,0
"男性",0.635910498960875,1000,0,0,2,0
"男性",0.369152479791082,20000,0,0,2,0
"男性",0,8000,0,0,1,1
"男性",0.221064907256514,3000,0,0,0,2
"女性",0.93857224016916,4000,0,0,1,0
"男性",1.22121441949159,4000,0,6,1,2
"男性",0.740679932343773,3000,0,0,0,2
"男性",1.17416339023504,5000,0,4,14,1
"女性",0,8000,1135,0,1,4
"女性",0.862496818532236,3000,0,0,3,0
"女性",0.290272728446871,3000,0,0,0,3
"女性",1.31127073679119,3000,0,0,0,3
"女性",0,5000,0,0,0,2
"女性",0.0979686940135434,3000,0,0,3,7
"女性",0.832090302081779,5000,0,1,2,0
"男性",0.987964261523448,6000,1294,0,2,0
"男性",0.887377735516056,5000,0,3,0,1
"男性",0,10000,0,0,1,0
"男性",1.02114754289389,2000,0,0,5,2
"女性",1.31014977486804,2000,0,8,5,3
"男性",1.24916430482175,3000,1800,10,6,1
"男性",1.21458811631892,2000,0,0,16,1
"男性",1.02133672247641,3000,0,0,0,2
"男性",1.03797445447184,3000,0,5,3,3
"女性",0.947023543734103,3000,0,7,0,2
"男性",0,8000,0,0,3,0
"男性",0,3000,0,0,0,3
"男性",0.591189994104206,3000,0,7,1,1
"女性",1.32529212580528,5000,0,7,3,2
"女性",0.412522099898197,9360,12233,0,1,0
"男性",1.07070480185095,5000,0,3,0,0
"男性",0,5000,0,0,0,3
"女性",1.07963776646182,4800,0,0,7,3
"女性",0,10000,0,0,1,0
"男性",0.197326559894718,2000,0,3,12,2
"男性",1.03210865252186,3000,0,0,6,2
"女性",0,30000,5255,0,3,0
"男性",1.16313820630312,10000,0,0,9,0
"男性",1.0646708521992,2400,0,0,15,5
"女性",0.320470332601108,4000,0,1,3,0
"男性",0.405786943449639,3000,0,3,1,2
"男性",1.04753711124882,3000,4238,1,5,0
"男性",1.10699185301084,4500,0,9,3,2
"男性",0,3000,0,1,3,5
"男性",0.829421435953118,6000,0,2,2,1
"女性",0.27289069486782,5000,0,0,0,0
"女性",1.17091334070545,5000,3356,0,13,2
"男性",0.981896933703683,5000,0,7,3,3
"女性",0,5000,0,0,1,0
"女性",1.2783820593264,2000,0,4,11,4
"女性",1.06727038443089,4000,0,4,2,4
"女性",0.449242858039215,3000,0,0,0,0
"男性",1.05250433632173,5000,0,0,2,0
"男性",0.673983211088926,8000,0,6,0,2
"男性",1.09821924844291,10000,0,0,3,3
"男性",0,5000,0,0,5,0
"男性",0.406718129781075,3000,0,1,2,2
"女性",0.243793965936638,3000,0,0,1,0
"男性",1.12923496432602,3000,0,0,0,3
"女性",1.39539959649555,4000,0,3,4,3
"男性",0.930448753661476,3000,0,6,0,3
"男性",0,10000,0,0,0,3
"男性",0,3000,0,0,1,2
"男性",0.983758684406057,1000,0,8,1,1
"男性",1.00568847559858,1400,0,0,3,0
"男性",0.0252289176825434,5000,0,0,1,0
"女性",1.63802700054832,4000,0,0,8,0
"男性",0,10000,0,2,1,7
"女性",1.17169471667148,2000,0,2,18,1
"女性",1.2376156197954,3000,0,13,4,3
"男性",0,3000,0,0,2,0
"男性",0.379527779486962,4000,0,6,3,2
"男性",1.22215557541698,5000,0,2,0,4
"男性",0.88770184897352,3000,0,0,3,2
"男性",1.07715641133953,3000,0,7,1,3
"男性",1.09540298618842,5000,7243,8,3,4
"男性",0.59053297905717,6500,0,0,0,0
"男性",0.596667072111741,5000,0,6,0,3
"女性",1.04450045722537,15000,2885,2,1,2
"男性",1.09444514269941,3000,0,3,1,2
"男性",0.350303411777131,5000,0,1,4,0
"男性",0.92369052155409,3000,0,0,3,0
"女性",1.18841892383527,2000,0,1,14,3
"男性",2.21821055182721,10000,8413,5,9,1
"女性",1.20433101440314,3000,0,2,9,0
"男性",1.08008459021803,1000,1136,3,13,0
"女性",1.08607681397349,10000,0,0,2,2
"男性",0.507953524678014,2500,0,0,2,0
"男性",0,3000,0,0,0,2
"女性",0,3000,0,0,1,2
"男性",0.933092077020556,3000,0,0,5,6
"男性",1.23337317362893,1000,2956,0,25,1
"男性",0.297439034502022,3000,0,0,2,1
"男性",1.15502158094198,2000,0,5,12,2
"女性",0.274509456688538,5000,0,0,5,0
"男性",1.40621640913188,5000,2431,4,14,3
"女性",1.09771363762207,5000,0,3,17,6
"男性",0,5000,0,3,0,2
"男性",0,3000,0,1,0,3
"女性",1.2807929219678,5000,0,1,0,2
"男性",0,5000,0,0,0,0
"男性",0.671853457223624,3000,0,0,1,1
"男性",0.517591925300658,5000,0,3,0,2
"男性",0.83870543112047,3000,0,0,0,0
"男性",0.931679023723118,3000,0,0,1,1
"女性",0.336886847405694,6000,0,3,0,2
"男性",1.08283907875884,12000,0,2,7,2
"男性",1.35091811015271,3000,655,0,10,3
"男性",1.2850243744906,6000,0,0,19,1
"女性",0,5000,0,0,1,1
"男性",1.20470729822293,5000,0,0,0,1
"男性",1.15986123071052,3000,0,0,36,0
"男性",1.10347260992974,3000,0,3,1,1
"男性",0.198305791127495,4500,0,0,3,2
"男性",1.26055840547197,5000,0,1,9,2
"男性",1.27925483470317,5000,2003,8,3,2
"男性",1.01906188460533,4000,0,0,12,3
"男性",1.24345650776755,3000,10383,0,2,1
"男性",0.997163188341074,5000,0,1,6,0
"女性",0.0682263965066522,10000,0,0,3,0
"男性",0.341289487662725,5000,0,0,1,0
"男性",0.277838841839693,8000,0,1,2,0
"男性",2.04952869364992,3000,0,4,9,3
"女性",0.191599506074563,5000,0,0,0,0
"女性",1.23677023266442,2000,0,0,0,1
"女性",1.25435388898477,2000,0,0,5,2
"男性",1.85738724916242,5000,5579,0,3,2
"女性",0.276521498700604,5000,0,0,1,0
"男性",0,10000,0,0,0,0
"女性",0,3000,0,0,0,2
"女性",0.33905399363488,10000,0,0,14,0
"女性",0.747797923646867,3000,0,0,0,0
"女性",1.16900259675458,5000,0,0,4,1
"男性",0.235140073066577,10000,0,0,2,1
"男性",0.113990449896082,3000,0,2,9,1
